year,sport,gender,,recognition_type,athlete name,school,selector,class,position,story
2019,volleyball,girls,,first_team_all_state,Morgan Ritchie,Newark Charter,Coaches association,jr.,,https://www.delawareonline.com/story/sports/high-school/2019/12/12/top-delaware-high-school-volleyball-players-2019-savannah-seemans-st-marks-padua-divca/2618123001/
2019,volleyball,girls,,first_team_all_state,Mackenzie Sobczyk,Padua,Coaches association,jr.,,https://www.delawareonline.com/story/sports/high-school/2019/12/12/top-delaware-high-school-volleyball-players-2019-savannah-seemans-st-marks-padua-divca/2618123001/
2019,volleyball,girls,,second_team_all_state,Alison Banks,Delaware Military,Coaches association,sr.,,https://www.delawareonline.com/story/sports/high-school/2019/12/12/top-delaware-high-school-volleyball-players-2019-savannah-seemans-st-marks-padua-divca/2618123001/
2019,volleyball,girls,,second_team_all_state,Caroline Capps,Red Lion Christian,Coaches association,jr.,,https://www.delawareonline.com/story/sports/high-school/2019/12/12/top-delaware-high-school-volleyball-players-2019-savannah-seemans-st-marks-padua-divca/2618123001/
2019,volleyball,girls,,second_team_all_state,Abby Carian,Wilmington Friends,Coaches association,so.,,https://www.delawareonline.com/story/sports/high-school/2019/12/12/top-delaware-high-school-volleyball-players-2019-savannah-seemans-st-marks-padua-divca/2618123001/
2019,volleyball,girls,,second_team_all_state,Michelle Kozicki,Padua,Coaches association,sr.,,https://www.delawareonline.com/story/sports/high-school/2019/12/12/top-delaware-high-school-volleyball-players-2019-savannah-seemans-st-marks-padua-divca/2618123001/
2019,volleyball,girls,,second_team_all_state,Kylie Nocket,Ursuline,Coaches association,sr.,,https://www.delawareonline.com/story/sports/high-school/2019/12/12/top-delaware-high-school-volleyball-players-2019-savannah-seemans-st-marks-padua-divca/2618123001/
2019,volleyball,girls,,second_team_all_state,Chloe Rogers,Newark Charter,Coaches association,sr.,,https://www.delawareonline.com/story/sports/high-school/2019/12/12/top-delaware-high-school-volleyball-players-2019-savannah-seemans-st-marks-padua-divca/2618123001/
2019,volleyball,girls,,second_team_all_state,Emma Ueltzhoffer,Newark Charter,Coaches association,sr.,,https://www.delawareonline.com/story/sports/high-school/2019/12/12/top-delaware-high-school-volleyball-players-2019-savannah-seemans-st-marks-padua-divca/2618123001/
2019,volleyball,girls,,second_team_all_state,Hannah Wright,Archmere,Coaches association,jr.,,https://www.delawareonline.com/story/sports/high-school/2019/12/12/top-delaware-high-school-volleyball-players-2019-savannah-seemans-st-marks-padua-divca/2618123001/
2019,volleyball,girls,,third_team_all_state,Sophia Basler,Smyrna,Coaches association,jr.,,https://www.delawareonline.com/story/sports/high-school/2019/12/12/top-delaware-high-school-volleyball-players-2019-savannah-seemans-st-marks-padua-divca/2618123001/
2019,volleyball,girls,,third_team_all_state,Sydney Davis,Ursuline,Coaches association,sr.,,https://www.delawareonline.com/story/sports/high-school/2019/12/12/top-delaware-high-school-volleyball-players-2019-savannah-seemans-st-marks-padua-divca/2618123001/
2019,volleyball,girls,,third_team_all_state,Ashlin DeLucia,Tatnall,Coaches association,sr.,,https://www.delawareonline.com/story/sports/high-school/2019/12/12/top-delaware-high-school-volleyball-players-2019-savannah-seemans-st-marks-padua-divca/2618123001/
2019,volleyball,girls,,third_team_all_state,Brooke Dow,St. Mark’s,Coaches association,so.,,https://www.delawareonline.com/story/sports/high-school/2019/12/12/top-delaware-high-school-volleyball-players-2019-savannah-seemans-st-marks-padua-divca/2618123001/
2019,volleyball,girls,,third_team_all_state,Lauren Edmiston,Archmere,Coaches association,sr.,,https://www.delawareonline.com/story/sports/high-school/2019/12/12/top-delaware-high-school-volleyball-players-2019-savannah-seemans-st-marks-padua-divca/2618123001/
2019,volleyball,girls,,third_team_all_state,Regan Mendick,Red Lion Christian,Coaches association,so.,,https://www.delawareonline.com/story/sports/high-school/2019/12/12/top-delaware-high-school-volleyball-players-2019-savannah-seemans-st-marks-padua-divca/2618123001/
2019,volleyball,girls,,third_team_all_state,Emma Popham,Ursuline,Coaches association,sr.,,https://www.delawareonline.com/story/sports/high-school/2019/12/12/top-delaware-high-school-volleyball-players-2019-savannah-seemans-st-marks-padua-divca/2618123001/
2019,volleyball,girls,,third_team_all_state,Julia Yurkovich,St. Mark’s,Coaches association,fr.,,https://www.delawareonline.com/story/sports/high-school/2019/12/12/top-delaware-high-school-volleyball-players-2019-savannah-seemans-st-marks-padua-divca/2618123001/
2019,volleyball,girls,,player_of_the_year,Savannah Seemans,St. Mark’s,Coaches association,sr.,,https://www.delawareonline.com/story/sports/high-school/2019/12/12/top-delaware-high-school-volleyball-players-2019-savannah-seemans-st-marks-padua-divca/2618123001/
2017,volleyball,girls,,first_team_all_state,Emily Jarome,Padua,Coaches association,sr.,,https://www.delawareonline.com/story/sports/high-school/2017/11/14/paduas-jarome-repeats-volleyball-player-year/864533001/
2017,volleyball,girls,,first_team_all_state,Maddie Sachs,Tower Hill,Coaches association,jr.,,https://www.delawareonline.com/story/sports/high-school/2017/11/14/paduas-jarome-repeats-volleyball-player-year/864533001/
2017,volleyball,girls,,first_team_all_state,Madeline Matheny,Charter of Wilmington,Coaches association,jr.,,https://www.delawareonline.com/story/sports/high-school/2017/11/14/paduas-jarome-repeats-volleyball-player-year/864533001/
2017,volleyball,girls,,first_team_all_state,Samantha Davis,Ursuline,Coaches association,sr.,,https://www.delawareonline.com/story/sports/high-school/2017/11/14/paduas-jarome-repeats-volleyball-player-year/864533001/
2017,volleyball,girls,,first_team_all_state,Emma Lucey,Padua,Coaches association,sr.,,https://www.delawareonline.com/story/sports/high-school/2017/11/14/paduas-jarome-repeats-volleyball-player-year/864533001/
2017,volleyball,girls,,first_team_all_state,Savannah Seemans,St. Mark’s,Coaches association,so.,,https://www.delawareonline.com/story/sports/high-school/2017/11/14/paduas-jarome-repeats-volleyball-player-year/864533001/
2017,volleyball,girls,,first_team_all_state,Dani Nathan,Wilmington Friends,Coaches association,jr.,,https://www.delawareonline.com/story/sports/high-school/2017/11/14/paduas-jarome-repeats-volleyball-player-year/864533001/
2017,volleyball,girls,,second_team_all_state,Taylor Wright,Ursuline,Coaches association,sr.,,https://www.delawareonline.com/story/sports/high-school/2017/11/14/paduas-jarome-repeats-volleyball-player-year/864533001/
2017,volleyball,girls,,second_team_all_state,Julia Kochie,Archmere,Coaches association,so.,,https://www.delawareonline.com/story/sports/high-school/2017/11/14/paduas-jarome-repeats-volleyball-player-year/864533001/
2017,volleyball,girls,,second_team_all_state,Jules Campbell,Tatnall,Coaches association,sr.,,https://www.delawareonline.com/story/sports/high-school/2017/11/14/paduas-jarome-repeats-volleyball-player-year/864533001/
2017,volleyball,girls,,second_team_all_state,Lexi Kelly,Archmere,Coaches association,sr.,,https://www.delawareonline.com/story/sports/high-school/2017/11/14/paduas-jarome-repeats-volleyball-player-year/864533001/
2017,volleyball,girls,,second_team_all_state,Kamani Conteh,Wilmington Christian,Coaches association,jr.,,https://www.delawareonline.com/story/sports/high-school/2017/11/14/paduas-jarome-repeats-volleyball-player-year/864533001/
2017,volleyball,girls,,second_team_all_state,Logan Shuttleworth,Cape Henlopen,Coaches association,sr.,,https://www.delawareonline.com/story/sports/high-school/2017/11/14/paduas-jarome-repeats-volleyball-player-year/864533001/
2017,volleyball,girls,,second_team_all_state,Alyssa Faville,Conrad,Coaches association,so.,,https://www.delawareonline.com/story/sports/high-school/2017/11/14/paduas-jarome-repeats-volleyball-player-year/864533001/
2017,volleyball,girls,,honorable_mention_all_state,Jess Molen,Padua,Coaches association,so.,,https://www.delawareonline.com/story/sports/high-school/2017/11/14/paduas-jarome-repeats-volleyball-player-year/864533001/
2017,volleyball,girls,,honorable_mention_all_state,Erin Derick,St. Mark’s,Coaches association,sr.,,https://www.delawareonline.com/story/sports/high-school/2017/11/14/paduas-jarome-repeats-volleyball-player-year/864533001/
2017,volleyball,girls,,honorable_mention_all_state,Kody Dillon,Caravel,Coaches association,sr.,,https://www.delawareonline.com/story/sports/high-school/2017/11/14/paduas-jarome-repeats-volleyball-player-year/864533001/
2017,volleyball,girls,,honorable_mention_all_state,Jackie Shields,Delaware Military Academy,Coaches association,jr.,,https://www.delawareonline.com/story/sports/high-school/2017/11/14/paduas-jarome-repeats-volleyball-player-year/864533001/
2017,volleyball,girls,,honorable_mention_all_state,Katie McGonigal,Padua,Coaches association,sr.,,https://www.delawareonline.com/story/sports/high-school/2017/11/14/paduas-jarome-repeats-volleyball-player-year/864533001/
2017,volleyball,girls,,honorable_mention_all_state,Abigail Carbajal,Newark Charter,Coaches association,jr.,,https://www.delawareonline.com/story/sports/high-school/2017/11/14/paduas-jarome-repeats-volleyball-player-year/864533001/
2017,volleyball,girls,,honorable_mention_all_state,Carly Burns,Appoquinimink,Coaches association,sr.,,https://www.delawareonline.com/story/sports/high-school/2017/11/14/paduas-jarome-repeats-volleyball-player-year/864533001/
2017,volleyball,girls,,honorable_mention_all_state,Alexandra Thomson,Tower Hill,Coaches association,sr.,,https://www.delawareonline.com/story/sports/high-school/2017/11/14/paduas-jarome-repeats-volleyball-player-year/864533001/
2017,volleyball,girls,,player_of_the_year,Emily Jarome,Padua,Coaches association,sr.,,https://www.delawareonline.com/story/sports/high-school/2017/11/14/paduas-jarome-repeats-volleyball-player-year/864533001/
2017,volleyball,girls,,coach_of_the_year,Jerry McCarthy,St. Elizabeth,Coaches association,,,https://www.delawareonline.com/story/sports/high-school/2017/11/14/paduas-jarome-repeats-volleyball-player-year/864533001/
2016,volleyball,girls,,first_team_all_state,Emily Jarome,Padua,Coaches association,jr.,,https://www.delawareonline.com/story/sports/high-school/2016/11/15/paduas-jarome-leads-all-state-volleyball-team/93933078/
2016,volleyball,girls,,first_team_all_state,Maddie Sachs,Tower Hill,Coaches association,so.,,https://www.delawareonline.com/story/sports/high-school/2016/11/15/paduas-jarome-leads-all-state-volleyball-team/93933078/
2016,volleyball,girls,,first_team_all_state,Alyssa Nathan,Wilmington Friends,Coaches association,sr.,,https://www.delawareonline.com/story/sports/high-school/2016/11/15/paduas-jarome-leads-all-state-volleyball-team/93933078/
2016,volleyball,girls,,first_team_all_state,Danielle Nathan,Wilmington Friends,Coaches association,so.,,https://www.delawareonline.com/story/sports/high-school/2016/11/15/paduas-jarome-leads-all-state-volleyball-team/93933078/
2016,volleyball,girls,,first_team_all_state,Sydney Fulton,Delaware Military Academy,Coaches association,sr.,,https://www.delawareonline.com/story/sports/high-school/2016/11/15/paduas-jarome-leads-all-state-volleyball-team/93933078/
2016,volleyball,girls,,first_team_all_state,Madeline Matheny,Charter of Wilmington,Coaches association,so.,,https://www.delawareonline.com/story/sports/high-school/2016/11/15/paduas-jarome-leads-all-state-volleyball-team/93933078/
2016,volleyball,girls,,first_team_all_state,Sydney MacDonald,A.I. du Pont,Coaches association,sr.,,https://www.delawareonline.com/story/sports/high-school/2016/11/15/paduas-jarome-leads-all-state-volleyball-team/93933078/
2016,volleyball,girls,,second_team_all_state,Jules Campbell,Tatnall,Coaches association,jr.,,https://www.delawareonline.com/story/sports/high-school/2016/11/15/paduas-jarome-leads-all-state-volleyball-team/93933078/
2016,volleyball,girls,,second_team_all_state,Samantha Davis,Ursuline,Coaches association,jr.,,https://www.delawareonline.com/story/sports/high-school/2016/11/15/paduas-jarome-leads-all-state-volleyball-team/93933078/
2016,volleyball,girls,,second_team_all_state,Maddie Judge,Padua,Coaches association,sr.,,https://www.delawareonline.com/story/sports/high-school/2016/11/15/paduas-jarome-leads-all-state-volleyball-team/93933078/
2016,volleyball,girls,,second_team_all_state,Emma Lucey,Padua,Coaches association,jr.,,https://www.delawareonline.com/story/sports/high-school/2016/11/15/paduas-jarome-leads-all-state-volleyball-team/93933078/
2016,volleyball,girls,,second_team_all_state,Taylor Wright,Ursuline,Coaches association,jr.,,https://www.delawareonline.com/story/sports/high-school/2016/11/15/paduas-jarome-leads-all-state-volleyball-team/93933078/
2016,volleyball,girls,,second_team_all_state,Lexi Kelly,Archmere,Coaches association,jr.,,https://www.delawareonline.com/story/sports/high-school/2016/11/15/paduas-jarome-leads-all-state-volleyball-team/93933078/
2016,volleyball,girls,,second_team_all_state,Victoria Taylor,Delaware Military Academy,Coaches association,sr.,,https://www.delawareonline.com/story/sports/high-school/2016/11/15/paduas-jarome-leads-all-state-volleyball-team/93933078/
2016,volleyball,girls,,second_team_all_state,Kylie McCusker,Smyrna,Coaches association,sr.,,https://www.delawareonline.com/story/sports/high-school/2016/11/15/paduas-jarome-leads-all-state-volleyball-team/93933078/
2016,volleyball,girls,,honorable_mention_all_state,Alex Thomson,Tower Hill,Coaches association,jr.,,https://www.delawareonline.com/story/sports/high-school/2016/11/15/paduas-jarome-leads-all-state-volleyball-team/93933078/
2016,volleyball,girls,,honorable_mention_all_state,Erin Derick,St. Mark’s,Coaches association,jr.,,https://www.delawareonline.com/story/sports/high-school/2016/11/15/paduas-jarome-leads-all-state-volleyball-team/93933078/
2016,volleyball,girls,,honorable_mention_all_state,Kaylie Leclerc,Archmere,Coaches association,sr.,,https://www.delawareonline.com/story/sports/high-school/2016/11/15/paduas-jarome-leads-all-state-volleyball-team/93933078/
2016,volleyball,girls,,honorable_mention_all_state,Alyssa Faville,Conrad,Coaches association,fr.,,https://www.delawareonline.com/story/sports/high-school/2016/11/15/paduas-jarome-leads-all-state-volleyball-team/93933078/
2016,volleyball,girls,,honorable_mention_all_state,Kirsten Longueira,Delaware Military Academy,Coaches association,sr.,,https://www.delawareonline.com/story/sports/high-school/2016/11/15/paduas-jarome-leads-all-state-volleyball-team/93933078/
2016,volleyball,girls,,honorable_mention_all_state,Abigail Cannon,Newark Charter,Coaches association,sr.,,https://www.delawareonline.com/story/sports/high-school/2016/11/15/paduas-jarome-leads-all-state-volleyball-team/93933078/
2016,volleyball,girls,,honorable_mention_all_state,Logan Shuttleworth,Cape Henlopen,Coaches association,jr.,,https://www.delawareonline.com/story/sports/high-school/2016/11/15/paduas-jarome-leads-all-state-volleyball-team/93933078/
2016,volleyball,girls,,player_of_the_year,Emily Jarome,Padua,Coaches association,jr.,,https://www.delawareonline.com/story/sports/high-school/2016/11/15/paduas-jarome-leads-all-state-volleyball-team/93933078/
2016,volleyball,girls,,coach_of_the_year,Danny Wandless,Smyrna,Coaches association,,,https://www.delawareonline.com/story/sports/high-school/2016/11/15/paduas-jarome-leads-all-state-volleyball-team/93933078/
2000,basketball,girls,,second_team_all_state,Bianka Brunson,Mount Pleasant,DSBA,jr.,,
2000,basketball,girls,,second_team_all_state,Alexis Henderson,Ursuline,DSBA,jr.,,
2000,basketball,girls,,second_team_all_state,Erin Mills,Padua,DSBA,jr.,,
2000,basketball,girls,,second_team_all_state,Daviniea Payne,Caravel,DSBA,so.,,
2000,basketball,girls,,second_team_all_state,Monica Peterson,A.I. du Pont,DSBA,jr.,,
2000,basketball,girls,,third_team_all_state,Kenna Healy,Archmere,DSBA,sr.,,
2000,basketball,girls,,third_team_all_state,Lisa Krzywicki,St. Mark’s,DSBA,sr.,,
2000,basketball,girls,,third_team_all_state,Stephanie Mayhart,Tatnall,DSBA,jr.,,
2000,basketball,girls,,third_team_all_state,Tamekia Ross,Seaford,DSBA,sr.,,
2000,basketball,girls,,third_team_all_state,Jessica Witherspoon,Cape Henlopen,DSBA,sr.,,
2000,basketball,girls,,honorable_mention_all_state,Kenya Alexander,Milford,DSBA,jr.,,
2000,basketball,girls,,honorable_mention_all_state,Dana Berry,Mount Pleasant,DSBA,sr.,,
2000,basketball,girls,,honorable_mention_all_state,Erin Calloway,St. Mark’s,DSBA,sr.,,
2000,basketball,girls,,honorable_mention_all_state,Brittany Croll,Indian River,DSBA,so.,,
2000,basketball,girls,,honorable_mention_all_state,Kristin Hines,Glasgow,DSBA,fr.,,
2000,basketball,girls,,honorable_mention_all_state,Toni Jones,Cape Henlopen,DSBA,fr.,,
2000,basketball,girls,,honorable_mention_all_state,Amanda Magri,Smyrna,DSBA,jr.,,
2000,basketball,girls,,honorable_mention_all_state,Tracee Mosch,St. Mark’s,DSBA,jr.,,
2000,basketball,girls,,honorable_mention_all_state,Julie Parseghian,Cape Henlopen,DSBA,sr.,,
2000,basketball,girls,,honorable_mention_all_state,Elizabeth Ross,St. Andrew’s,DSBA,jr.,,
2000,basketball,girls,,honorable_mention_all_state,LaTanya Shazier,A.I. du Pont,DSBA,so.,,
2000,basketball,girls,,honorable_mention_all_state,Kaneisha Trott,Sussex Central,DSBA,jr.,,
